lead_id,chuck_id,mensaje_chuck,intencion,pre_precio,lead_clase,lead_clase_id
L00288,CHUCK_06,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L00289,CHUCK_06,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00290,CHUCK_07,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00291,CHUCK_10,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00292,CHUCK_02,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,1,tibio,1
L00293,CHUCK_01,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L00294,CHUCK_01,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00295,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,frio,0
L00296,CHUCK_08,"Hola, un gusto saludarte. En que te asesoro?",saludo,1,frio,0
L00297,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00298,CHUCK_01,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00299,CHUCK_06,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00300,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00301,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00302,CHUCK_08,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00303,CHUCK_01,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L00304,CHUCK_02,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00305,CHUCK_08,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,1,frio,0
L00306,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00307,CHUCK_06,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,frio,0
L00308,CHUCK_06,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L00309,CHUCK_01,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00310,CHUCK_03,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00311,CHUCK_08,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L00312,CHUCK_04,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00313,CHUCK_04,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00314,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00315,CHUCK_01,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio,1
L00316,CHUCK_10,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L00317,CHUCK_02,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00318,CHUCK_08,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00319,CHUCK_01,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00320,CHUCK_02,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,caliente,2
L00321,CHUCK_10,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00322,CHUCK_02,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L00323,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00324,CHUCK_07,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio,1
L00325,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,tibio,1
L00326,CHUCK_03,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,0,frio,0
L00327,CHUCK_07,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00328,CHUCK_02,"Hola, gracias por contactarnos. Como puedo ayudarte hoy?",saludo,1,frio,0
L00329,CHUCK_04,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00330,CHUCK_07,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00331,CHUCK_05,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio,1
L00332,CHUCK_07,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00333,CHUCK_03,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00334,CHUCK_06,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,1,tibio,1
L00335,CHUCK_05,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00336,CHUCK_01,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00337,CHUCK_03,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00338,CHUCK_02,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L00339,CHUCK_04,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L00340,CHUCK_02,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L00341,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00342,CHUCK_03,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L00343,CHUCK_04,Te escribo para dar seguimiento a tu interes.,seguimiento,1,tibio,1
L00344,CHUCK_04,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00345,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00346,CHUCK_06,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00347,CHUCK_05,"Hola, un gusto saludarte. En que te asesoro?",saludo,1,frio,0
L00348,CHUCK_06,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00349,CHUCK_01,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
L00350,CHUCK_08,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,tibio,1
L00351,CHUCK_05,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00352,CHUCK_03,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,tibio,1
L00353,CHUCK_03,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L00354,CHUCK_05,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L00355,CHUCK_08,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L00356,CHUCK_10,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,caliente,2
L00357,CHUCK_10,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00358,CHUCK_05,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00359,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00360,CHUCK_08,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00361,CHUCK_09,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00362,CHUCK_01,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,tibio,1
L00363,CHUCK_04,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00364,CHUCK_05,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00365,CHUCK_04,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00366,CHUCK_08,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L00367,CHUCK_09,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00368,CHUCK_04,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00369,CHUCK_01,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio,1
L00370,CHUCK_03,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00371,CHUCK_07,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00372,CHUCK_09,Este producto incluye soporte y configuracion inicial.,consulta_producto,1,tibio,1
L00373,CHUCK_08,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,tibio,1
L00374,CHUCK_05,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L00375,CHUCK_02,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,frio,0
L00376,CHUCK_08,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,caliente,2
L00377,CHUCK_10,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00378,CHUCK_02,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00379,CHUCK_08,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00380,CHUCK_02,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00381,CHUCK_05,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00382,CHUCK_10,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00383,CHUCK_05,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00384,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00385,CHUCK_04,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00386,CHUCK_04,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00387,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00388,CHUCK_01,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00389,CHUCK_09,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,tibio,1
L00390,CHUCK_02,Vamos a revisar ese inconveniente para resolverlo rapido.,soporte,0,frio,0
L00391,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,tibio,1
L00392,CHUCK_06,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,1,tibio,1
L00393,CHUCK_05,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,1,frio,0
L00394,CHUCK_04,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00395,CHUCK_03,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00396,CHUCK_09,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L00397,CHUCK_01,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,tibio,1
L00398,CHUCK_04,Podemos agendar una demo de 20 minutos esta semana.,agendar_demo,0,caliente,2
L00399,CHUCK_10,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00400,CHUCK_07,Te escribo para dar seguimiento a tu interes.,seguimiento,0,frio,0
L00401,CHUCK_05,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,tibio,1
L00402,CHUCK_08,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L00403,CHUCK_09,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,frio,0
L00404,CHUCK_07,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00405,CHUCK_05,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00406,CHUCK_05,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00407,CHUCK_08,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00408,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00409,CHUCK_05,Te comparo este plan frente a otras alternativas del mercado.,comparacion,0,tibio,1
L00410,CHUCK_07,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,0,caliente,2
L00411,CHUCK_10,"Perfecto, hablamos pronto. Que tengas excelente dia.",despedida,0,frio,0
L00412,CHUCK_08,Retomo la conversacion para ayudarte con la decision.,seguimiento,1,frio,0
L00413,CHUCK_04,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00414,CHUCK_06,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00415,CHUCK_03,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00416,CHUCK_10,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,caliente,2
L00417,CHUCK_06,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L00418,CHUCK_07,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00419,CHUCK_10,Te escribo para dar seguimiento a tu interes.,seguimiento,0,tibio,1
L00420,CHUCK_05,"Si, te puedo detallar precios y promociones vigentes.",consulta_precio,1,tibio,1
L00421,CHUCK_09,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L00422,CHUCK_04,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00423,CHUCK_01,"El costo depende del paquete, te paso las opciones de precio.",consulta_precio,1,tibio,1
L00424,CHUCK_07,"Entiendo tu duda, te aclaro ese punto para que decidas con confianza.",objecion,0,tibio,1
L00425,CHUCK_09,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,tibio,1
L00426,CHUCK_05,Te comparto los beneficios para tu caso de uso.,consulta_producto,1,frio,0
L00427,CHUCK_03,Fue un gusto ayudarte. Estoy disponible cuando lo necesites.,despedida,0,frio,0
L00428,CHUCK_07,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,caliente,2
L00429,CHUCK_03,Puedo guiarte para solucionar el problema ahora mismo.,soporte,0,frio,0
L00430,CHUCK_07,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00431,CHUCK_07,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00432,CHUCK_03,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,caliente,2
L00433,CHUCK_07,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L00434,CHUCK_10,"Es normal tener esa inquietud, revisemos alternativas.",objecion,0,tibio,1
L00435,CHUCK_06,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00436,CHUCK_06,Te explico las caracteristicas principales del producto.,consulta_producto,0,tibio,1
L00437,CHUCK_04,"Excelente decision, te ayudo a completar tu compra ahora.",compra,0,caliente,2
L00438,CHUCK_01,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00439,CHUCK_06,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00440,CHUCK_08,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00441,CHUCK_07,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00442,CHUCK_06,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L00443,CHUCK_06,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,caliente,2
L00444,CHUCK_01,Te explico las caracteristicas principales del producto.,consulta_producto,0,frio,0
L00445,CHUCK_05,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,1,frio,0
L00446,CHUCK_07,"Si quieres, te envio una tabla comparativa clara.",comparacion,1,tibio,1
L00447,CHUCK_10,"Tengo disponibilidad para demo, te paso horarios.",agendar_demo,0,tibio,1
L00448,CHUCK_03,"Excelente decision, te ayudo a completar tu compra ahora.",compra,1,caliente,2
L00449,CHUCK_06,Te ayudo con soporte tecnico paso a paso.,soporte,0,frio,0
L00450,CHUCK_10,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,0,caliente,2
L00451,CHUCK_02,"Claro, te comparto el precio actualizado del plan.",consulta_precio,1,caliente,2
L00452,CHUCK_10,Quedo atento para continuar cuando te venga bien.,seguimiento,0,frio,0
L00453,CHUCK_01,Este producto incluye soporte y configuracion inicial.,consulta_producto,0,frio,0
L00454,CHUCK_03,Retomo la conversacion para ayudarte con la decision.,seguimiento,0,frio,0
L00455,CHUCK_05,"Perfecto, te comparto el link de pago para cerrar la compra.",compra,1,tibio,1
L00456,CHUCK_01,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio,1
L00457,CHUCK_10,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00458,CHUCK_07,Podemos resolver esa objecion con una opcion mas flexible.,objecion,0,tibio,1
L00459,CHUCK_05,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00460,CHUCK_07,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00461,CHUCK_02,Quedo atento para continuar cuando te venga bien.,seguimiento,0,tibio,1
L00462,CHUCK_06,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,caliente,2
L00463,CHUCK_02,Te comparo este plan frente a otras alternativas del mercado.,comparacion,1,caliente,2
L00464,CHUCK_04,"Si te parece, coordinamos una demostracion personalizada.",agendar_demo,0,tibio,1
L00465,CHUCK_01,"Hola, un gusto saludarte. En que te asesoro?",saludo,0,frio,0
L00466,CHUCK_10,"Gracias por tu tiempo, quedo atento a cualquier consulta.",despedida,0,frio,0
L00467,CHUCK_08,"Bienvenido, estoy para ayudarte con toda la informacion.",saludo,0,frio,0
L00468,CHUCK_09,Te comparto los beneficios para tu caso de uso.,consulta_producto,0,frio,0
L00469,CHUCK_05,"Tenemos stock disponible, puedo procesar tu compra en este momento.",compra,1,tibio,1
L00470,CHUCK_03,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,0,tibio,1
L00471,CHUCK_10,"En relacion calidad-precio, esta opcion destaca por soporte y resultados.",comparacion,1,tibio,1
